,Item_id,pros,cons,rating,num_reviews,5_stars,4_stars,3_stars,2_stars,1_star
200,2583413,['1Pigmented'],['No Cons'],4.2,94 Reviews,56,18,7,8,5
201,2593962,['No Pros'],['No Cons'],4.5,86 Reviews,62,13,6,2,3
202,2595747,"['1Blendable', '1Buildable', '1Light', '1Silky', '1Smooth']",['No Cons'],4.4,14 Reviews,10,2,0,2,0
203,2599123,['No Pros'],['No Cons'],4.5,107 Reviews,77,20,3,5,2
204,2599827,['No Pros'],['No Cons'],4.2,149 Reviews,91,21,16,10,11
205,2597110,"['2Easy to apply', '1Lasts long', '1Lightweight', '1Smells great', '1Smooth']",['No Cons'],4.4,317 Reviews,211,59,27,10,10
206,2623456,['No Pros'],['No Cons'],4.9,21 Reviews,20,0,1,0,0
207,2625731,['No Pros'],['No Cons'],3.8,4 Reviews,2,0,1,1,0
208,2601104,['No Pros'],['No Cons'],4.0,122 Reviews,64,19,16,20,3
209,2595212,"['3Easy To Use', '3Good Color Payoff', '3Good Value', '3Lightweight', '2Effective']",['No Cons'],4.3,399 Reviews,227,105,44,17,6
210,2603637,"['10All Day Wear', '9Lightweight', '7Natural Glow', '5Combination Skin', '3Dry Skin']",['No Cons'],4.6,1051 Reviews,718,239,73,12,9
211,2622793,['No Pros'],['No Cons'],4.7,6 Reviews,5,0,1,0,0
212,2583677,"['106All Skin Types', '81Dry Skin', '79Combination Skin', '71Normal Skin', '27Dull Skin']",['No Cons'],4.6,735 Reviews,557,104,37,18,19
213,2599451,['No Pros'],['No Cons'],4.3,294 Reviews,202,37,15,19,21
214,2583309,['1A little goes a long way'],['No Cons'],4.7,963 Reviews,711,201,36,6,9
215,2618633,['No Pros'],['No Cons'],4.3,43 Reviews,32,3,1,3,4
216,2613119,['No Pros'],['No Cons'],4.7,236 Reviews,174,45,13,4,0
217,2590468,['No Pros'],['No Cons'],4.6,326 Reviews,242,56,22,3,3
218,2623998,['No Pros'],['No Cons'],4.6,501 Reviews,346,104,37,8,6
219,2612232,['No Pros'],['No Cons'],4.7,34 Reviews,31,1,0,0,2
220,2618550,['No Pros'],['No Cons'],4.7,839 Reviews,647,143,42,6,1
221,2595436,['No Pros'],['No Cons'],4.5,652 Reviews,450,130,46,17,9
222,2585074,"['2Easy to use', '1Everyday', '1Convenience', '1Compact, travel-ready, cute', '1Pretty eyeshadow color']","['1Packaging', '1Fall out', '1Less pigmentation', '1Poor quality', '1Formula']",4.0,261 Reviews,137,54,28,19,23
223,2603000,['No Pros'],['No Cons'],4.4,124 Reviews,80,28,5,6,5
224,2596240,['No Pros'],['No Cons'],4.7,1235 Reviews,1042,86,59,32,16
225,2620853,['No Pros'],['No Cons'],4.7,100 Reviews,76,21,2,0,1
226,2621127,['No Pros'],['No Cons'],4.5,867 Reviews,561,208,67,24,7
227,2585069,"['1Sheer not heavy pretty color', '1Blends nicely!', '1Very creamy and wonderful  color consistency', '1It looks ok if you use on your lips', '1As it says you have 2 products in one']","['1Wish that there were more color options.', '1Bad mix with their foundation', '1Cakey on the lips', '1I was expecting a more rich color.']",4.0,152 Reviews,88,28,8,9,19
228,2575861,['No Pros'],['No Cons'],4.4,7 Reviews,6,0,0,0,1
229,2625489,['No Pros'],['No Cons'],4.1,19 Reviews,7,8,2,2,0
230,2568578,['No Pros'],['No Cons'],4.4,30 Reviews,22,4,1,1,2
231,2599543,['No Pros'],['No Cons'],4.4,22 Reviews,18,0,0,3,1
232,2605949,"['1Beautiful Color', '1Blendable', '1Creamy', '1Pigmented', '1Colors are great']",['1Smells like chemical make up'],5.0,14 Reviews,14,0,0,0,0
233,2607064,['No Pros'],['No Cons'],4.4,73 Reviews,46,18,2,4,3
234,2615144,['No Pros'],['No Cons'],4.5,121 Reviews,74,40,6,0,1
235,2619244,['No Pros'],['No Cons'],4.3,12 Reviews,8,2,1,0,1
236,2617300,['No Pros'],['No Cons'],3.7,10 Reviews,4,2,2,1,1
237,2620460,['No Pros'],['No Cons'],4.8,11 Reviews,9,2,0,0,0
238,2579895,['No Pros'],['No Cons'],4.4,30 Reviews,23,3,1,0,3
239,2619522,['No Pros'],['No Cons'],4.4,9 Reviews,7,0,1,1,0
240,2557340,"['2Pigmented', '2Buildable', ""1It's perfect.  A little goes a long way."", '1Blendable', '1Natural Glow']","['1You have to watch how much', '1Dried quickly', '1Very small tube', ""1Color washes out & doesn't last long"", '1Patchy']",4.1,192 Reviews,108,31,24,17,12
241,2613913,['No Pros'],['No Cons'],4.8,12 Reviews,11,0,0,1,0
242,2603025,['No Pros'],['No Cons'],4.3,117 Reviews,77,18,6,10,6
243,2620729,['No Pros'],['No Cons'],4.5,140 Reviews,94,34,8,1,3
244,2613842,['No Pros'],['No Cons'],4.9,10 Reviews,9,1,0,0,0
245,2625486,['No Pros'],['No Cons'],3.4,17 Reviews,9,1,1,0,6
246,2606185,['No Pros'],['No Cons'],4.8,51 Reviews,45,4,0,0,2
247,2590469,"['1Easy to blend', '1Gorgeous on all skin tones', '1Pigmented', '1Please never discontinue this product']",['1None'],4.6,165 Reviews,114,35,13,1,2
248,2501393,"[""1Don't need to wear too much""]",['1A lot of kick back'],4.0,195 Reviews,99,46,22,10,18
249,2620023,['No Pros'],['No Cons'],5.0,6 Reviews,6,0,0,0,0
250,2563077,['No Pros'],['No Cons'],4.3,38 Reviews,28,3,2,0,5
251,2603445,['No Pros'],['No Cons'],4.5,20 Reviews,15,2,1,1,1
252,2596550,"['1Pigmented', '1Youthful glow', '1Buildable', '1Fresh color', '1Nice packaging']",['1None'],4.4,51 Reviews,39,3,2,2,5
253,2598375,['No Pros'],['No Cons'],4.2,571 Reviews,272,190,76,25,8
254,2588787,['No Pros'],['No Cons'],4.3,150 Reviews,83,40,14,8,5
255,2620022,['No Pros'],['No Cons'],5.0,4 Reviews,4,0,0,0,0
256,2584989,['No Pros'],"['1Dark', '1Too Warm', '1Unflattering']",4.4,26 Reviews,18,3,3,1,1
257,2584994,['No Pros'],['No Cons'],4.6,32 Reviews,28,0,0,2,2
258,2547121,"['2Pigmented', '1A hint of sparkle', '1Beautiful Color', '1Mystical shimmer', '1Pretty shades']","['1Glitter EVERYWHERE', '1Cracks/Crumbles Easily', '1Not great pigmentation', ""1Sparkle is only on surface, it doesn't"", '1Sparkle only on surface not throughout']",4.3,93 Reviews,63,12,6,9,3
259,2592826,['No Pros'],['No Cons'],4.4,68 Reviews,45,14,4,3,2
260,2606193,['No Pros'],['No Cons'],3.9,8 Reviews,4,1,1,2,0
261,2619236,['No Pros'],['No Cons'],4.3,8 Reviews,3,4,1,0,0
262,2611591,['No Pros'],['No Cons'],3.9,23 Reviews,13,3,2,2,3
263,2571837,"['1This blush goes on smoothly, and stays all day.', '1Blends Easily', '1Builds Easily', '1Sheers out easily', '1Suits most skintones']","['1Comparable to any drugstore blush', ""1Doesn't last long"", '1Have to reapply']",4.4,29 Reviews,20,2,5,2,0
264,2580294,['No Pros'],['No Cons'],3.4,25 Reviews,10,3,3,5,4
265,2592762,"['1Sheer and buildable', '1Goes on smoothly']",['1None'],4.1,255 Reviews,167,30,8,12,38
266,2572721,"['1Light weight', '1Luminous glow', '1Natural']",['No Cons'],4.1,20 Reviews,12,1,4,2,1
267,2596620,['No Pros'],['No Cons'],3.5,20 Reviews,8,3,3,3,3
268,2576104,['No Pros'],['No Cons'],4.1,21 Reviews,13,4,0,2,2
269,2610772,['No Pros'],['No Cons'],4.7,240 Reviews,183,45,10,0,2
270,2611505,['No Pros'],['No Cons'],4.5,55 Reviews,41,8,1,2,3
271,2620546,['No Pros'],['No Cons'],4.2,5 Reviews,2,2,1,0,0
272,2594667,['No Pros'],['No Cons'],4.5,430 Reviews,301,73,26,11,19
273,2583449,['No Pros'],['No Cons'],4.3,1348 Reviews,806,315,145,43,39
274,2619754,['No Pros'],['No Cons'],2.6,5 Reviews,1,1,0,1,2
275,2588688,"['1Blendable', '1Buildable', '1Creamy']",['No Cons'],4.6,1083 Reviews,863,108,62,44,6
276,2592825,['No Pros'],['No Cons'],4.5,91 Reviews,65,13,6,4,3
277,2560675,['No Pros'],['1So easy to use'],4.4,81 Reviews,56,16,1,3,5
278,2588778,"['1Creamy and can use on lips, eyes & cheeks!', '1Amazing shades!', '1Can be use cheek, lips and eyes.']",['No Cons'],4.4,17 Reviews,14,0,1,0,2
279,2611070,['No Pros'],['No Cons'],3.1,44 Reviews,11,9,7,8,9
280,2623911,['No Pros'],['No Cons'],5.0,4 Reviews,4,0,0,0,0
281,2554638,"['1LONGLASTING', '1Good Color Options']",['No Cons'],4.4,11 Reviews,8,1,1,0,1
282,2620682,['No Pros'],['No Cons'],4.8,149 Reviews,122,21,3,2,1
283,2608766,['No Pros'],['No Cons'],4.3,6 Reviews,4,0,2,0,0
284,2620024,['No Pros'],['No Cons'],5.0,2 Reviews,2,0,0,0,0
285,2595858,['No Pros'],['No Cons'],4.7,92 Reviews,76,9,3,3,1
286,2590468,['No Pros'],['No Cons'],4.6,326 Reviews,242,56,22,3,3
287,2617460,['No Pros'],['No Cons'],4.5,490 Reviews,304,134,44,7,1
288,2616732,['No Pros'],['No Cons'],5.0,2 Reviews,2,0,0,0,0
289,2601094,['No Pros'],['No Cons'],1.0,1 Review,0,0,0,0,1
290,2627543,['No Pros'],['No Cons'],4.6,235 Reviews,169,53,9,3,1
291,2622299,['No Pros'],['No Cons'],4.4,40 Reviews,24,12,1,1,2
292,2617876,['No Pros'],['No Cons'],4.5,177 Reviews,121,31,14,8,3
293,2613108,['No Pros'],['No Cons'],4.8,177 Reviews,150,24,0,1,2
294,2594989,['No Pros'],['No Cons'],4.1,82 Reviews,43,19,10,7,3
295,2594948,['No Pros'],['No Cons'],5.0,30 Reviews,29,1,0,0,0
296,2610303,['No Pros'],['No Cons'],4.4,18 Reviews,14,0,2,1,1
297,2583892,['1Beautiful color'],['1Not budge proof'],4.7,102 Reviews,81,13,4,2,2
298,2616526,['No Pros'],['No Cons'],5.0,8 Reviews,8,0,0,0,0
299,2566086,['No Pros'],['No Cons'],4.5,479 Reviews,310,124,30,6,9
300,2615774,['No Pros'],['No Cons'],4.8,278 Reviews,242,32,2,0,2
301,2588777,['No Pros'],['No Cons'],3.7,3 Reviews,2,0,0,0,1
302,2620169,"['1Flattering', '1Matte shade + enhancing shade', '1A little goes a long way', '1Beautiful Color', '1Buildable formula']",['No Cons'],4.4,87 Reviews,54,23,4,2,4
303,2623793,"['9Easy To Use', '8Good Value', '8Good Color Payoff', '8Smells Great', '6Effective']",['No Cons'],4.3,693 Reviews,414,166,70,24,19
304,2618540,['No Pros'],['No Cons'],4.8,18 Reviews,17,0,0,1,0
305,2555734,['No Pros'],['No Cons'],4.6,32 Reviews,27,1,2,1,1
306,2592097,"[""1Doesn't pickup foundation"", '1Easy to apply', '1Long lasting color']",['No Cons'],4.5,47 Reviews,37,3,4,1,2
307,2610788,['No Pros'],['No Cons'],4.1,91 Reviews,47,26,4,10,4
308,2583192,['1Easy to blend'],['No Cons'],4.6,877 Reviews,603,212,45,10,7
309,2608918,['No Pros'],['No Cons'],4.8,595 Reviews,491,81,17,2,4
310,2604780,['No Pros'],['No Cons'],3.9,93 Reviews,50,11,11,13,8
311,2618997,['No Pros'],['No Cons'],4.5,96 Reviews,70,12,6,5,3
312,2619620,['No Pros'],['No Cons'],4.7,18 Reviews,15,2,0,1,0
313,2609683,"['2Smooth', '1Creamy', '1No smell', '1Warm colors', '1Bright and soft']","['1Packaging.', '1Not easily blended (Cherry Blossom)', '1Oily (Cherry Blossom)', '1Unnecessary Packaging']",4.7,13 Reviews,11,1,0,1,0
314,2593752,"['1My skin tone', '1Face']",['No Cons'],4.5,57 Reviews,44,8,1,0,4
315,2600950,['No Pros'],['No Cons'],5.0,2 Reviews,2,0,0,0,0
316,2604293,['No Pros'],['No Cons'],4.2,54 Reviews,37,5,3,3,6
317,2593962,['No Pros'],['No Cons'],4.5,86 Reviews,62,13,6,2,3
318,2592467,['No Pros'],['No Cons'],4.7,55 Reviews,46,4,4,1,0
319,2570348,"['1Blends easily', '1Natural glow', '1Works under or over powder']",['1Strong scent'],4.3,108 Reviews,81,6,3,9,9
320,2619295,['No Pros'],['No Cons'],5.0,18 Reviews,18,0,0,0,0
321,2583490,"['2Easy application', '1PIGMENT, SMOOTH NOT PATCHY', '1THE TONE IS PERFECT', '1Sun-kissed look', '1Easy to blend']",['No Cons'],4.8,404 Reviews,355,19,18,9,3
322,2619611,['No Pros'],['No Cons'],4.8,13 Reviews,10,3,0,0,0
323,2620020,['No Pros'],['No Cons'],4.0,2 Reviews,1,0,1,0,0
324,2614997,['No Pros'],['No Cons'],4.4,235 Reviews,156,40,19,10,10
325,2575906,['1Blendable'],"['1Swirl it in two or three times for more coverage', '1Very orange', '1You have to go light handed.']",4.3,31 Reviews,20,4,3,3,1
326,2625727,['No Pros'],['No Cons'],4.9,7 Reviews,6,1,0,0,0
327,2620545,['No Pros'],['No Cons'],4.7,207 Reviews,159,38,6,2,2
328,2599123,['No Pros'],['No Cons'],4.5,107 Reviews,77,20,3,5,2
329,2626358,['No Pros'],['No Cons'],4.6,114 Reviews,81,23,4,6,0
330,2584178,"['1Blends easily', '1Easy application', '1Fast and easy!']",['1None'],4.6,55 Reviews,46,0,4,4,1
331,2624147,['No Pros'],['No Cons'],4.9,7 Reviews,6,1,0,0,0
332,2616836,['No Pros'],['No Cons'],4.8,94 Reviews,78,12,3,0,1
333,2608928,['No Pros'],['No Cons'],4.8,595 Reviews,491,81,17,2,4
334,2618624,['No Pros'],['No Cons'],5.0,38 Reviews,36,2,0,0,0
335,2617752,['No Pros'],['No Cons'],4.6,215 Reviews,151,47,9,5,3
336,2622620,['No Pros'],['No Cons'],4.6,46 Reviews,34,9,2,0,1
337,2620471,['No Pros'],['No Cons'],4.5,209 Reviews,141,44,17,6,1
338,2623455,['No Pros'],['No Cons'],4.6,280 Reviews,189,61,27,2,1
339,2596914,['No Pros'],['No Cons'],3.1,8 Reviews,3,1,1,0,3
340,2570081,['1Buildable'],['No Cons'],4.3,38 Reviews,26,4,4,2,2
341,2540734,"['1Big palette', '1Helpful diagrams', '1High quality', '1The highlights are beyond amazing']",['No Cons'],4.3,28 Reviews,17,7,1,1,2
342,2613920,['No Pros'],['No Cons'],4.9,8 Reviews,7,1,0,0,0
343,2605867,['No Pros'],['No Cons'],4.5,100 Reviews,73,16,4,6,1
344,2608653,['No Pros'],['No Cons'],4.4,35 Reviews,28,1,1,1,4
345,2621132,['No Pros'],['No Cons'],4.5,780 Reviews,493,203,65,13,6
346,2615729,['No Pros'],['No Cons'],4.3,271 Reviews,141,90,32,5,3
347,2609683,"['2Smooth', '1Creamy', '1No smell', '1Warm colors', '1Bright and soft']","['1Packaging.', '1Not easily blended (Cherry Blossom)', '1Oily (Cherry Blossom)', '1Unnecessary Packaging']",4.7,13 Reviews,11,1,0,1,0
348,2611717,['No Pros'],['No Cons'],4.4,516 Reviews,382,50,40,18,26
349,2597580,['No Pros'],['No Cons'],4.0,105 Reviews,61,14,9,9,12
350,2608437,['No Pros'],['No Cons'],4.5,20 Reviews,14,4,1,0,1
351,2575986,['No Pros'],['No Cons'],4.6,10 Reviews,7,2,1,0,0
352,2587386,['No Pros'],['No Cons'],4.3,29 Reviews,18,6,3,0,2
353,2584751,['No Pros'],['No Cons'],4.9,28 Reviews,26,2,0,0,0
354,2568578,['No Pros'],['No Cons'],4.4,30 Reviews,22,4,1,1,2
355,2578118,['No Pros'],['No Cons'],4.3,113 Reviews,63,26,17,5,2
356,2570436,"['3Pigmented', '2Blendable', '2Blends nicely', '2Buildable', '1Best bronzer ever!!']","['1Kickup', '1Patchy', '1Cakey', '1Misleading shade', '1Caused rash']",4.0,136 Reviews,82,17,10,12,15
357,2547120,"['1Blendable', '1Creamy for being a powder', '1No glitter, just a light glow', '1Gives a nice subtle highlight', '1Lasts all day']",['No Cons'],4.1,51 Reviews,30,9,4,2,6
358,2605949,"['1Beautiful Color', '1Blendable', '1Creamy', '1Pigmented', '1Colors are great']",['1Smells like chemical make up'],5.0,14 Reviews,14,0,0,0,0
359,2593962,['No Pros'],['No Cons'],4.5,86 Reviews,62,13,6,2,3
360,2540734,"['1Big palette', '1Helpful diagrams', '1High quality', '1The highlights are beyond amazing']",['No Cons'],4.3,28 Reviews,17,7,1,1,2
361,2597876,['No Pros'],['No Cons'],4.4,25 Reviews,16,5,3,0,1
362,2619276,['No Pros'],['No Cons'],4.0,14 Reviews,8,2,1,2,1
363,2620793,['No Pros'],['No Cons'],4.4,38 Reviews,26,5,5,1,1
364,2588774,['No Pros'],['No Cons'],5.0,2 Reviews,2,0,0,0,0
365,2618633,['No Pros'],['No Cons'],4.3,43 Reviews,32,3,1,3,4
366,2626753,['No Pros'],['No Cons'],5.0,3 Reviews,3,0,0,0,0
367,2617683,['No Pros'],['No Cons'],4.4,84 Reviews,49,24,6,2,3
368,2626754,['No Pros'],['No Cons'],5.0,2 Reviews,2,0,0,0,0
369,2604216,['No Pros'],['No Cons'],4.7,105 Reviews,87,8,6,1,3
370,2592600,['No Pros'],['No Cons'],4.1,45 Reviews,24,10,4,4,3
371,2579001,"['1Easy to blend', '1None']","['1Deceptive', '1Ill-conceived', '1Lazy', '1Repackaged Shades']",4.2,24 Reviews,15,5,1,0,3
372,2570349,['No Pros'],['No Cons'],4.4,19 Reviews,15,0,1,2,1
373,2622873,['No Pros'],['No Cons'],4.6,1587 Reviews,1169,285,104,22,7
374,2618106,['No Pros'],['No Cons'],4.3,24 Reviews,16,3,2,1,2
375,2568235,['No Pros'],['No Cons'],4.5,29 Reviews,22,3,1,1,2
376,2624346,['No Pros'],['No Cons'],4.7,174 Reviews,134,29,7,3,1
377,2619318,['No Pros'],['No Cons'],4.7,422 Reviews,316,75,25,4,2
378,2622884,['No Pros'],['No Cons'],4.6,1313 Reviews,949,271,80,11,2
379,2592606,['No Pros'],['No Cons'],4.5,108 Reviews,87,6,6,2,7
380,2609538,"['3Easy To Use', '3Effective', '3Good Value', '2Good Color Payoff', '2Lightweight']",['No Cons'],4.6,451 Reviews,315,94,28,9,5
381,2600961,['No Pros'],['No Cons'],5.0,1 Review,1,0,0,0,0
382,2595289,['No Pros'],['No Cons'],4.6,175 Reviews,141,18,6,5,5
383,2505288,"['724Easy To Apply', '680Blends Well', '599Good Pigmentation', '524Long Lasting', '519Smooth']","['103Poor Coverage', ""78Doesn't Stay On"", ""65Doesn't Work"", '58Heavy', '54Difficult to Apply']",4.0,2249 Reviews,1209,422,255,172,191
384,2607268,['No Pros'],['No Cons'],2.9,32 Reviews,10,3,1,11,7
385,2617411,"['8Good Color Payoff', '7Easy To Use', '7Lightweight', '6Good Value', '5Effective']",['No Cons'],4.4,764 Reviews,507,142,48,28,39
386,2606949,['No Pros'],['No Cons'],4.3,178 Reviews,121,24,15,7,11
387,2617749,['No Pros'],['No Cons'],4.5,2307 Reviews,1510,496,217,56,28
388,2592603,['No Pros'],['No Cons'],4.9,13 Reviews,12,1,0,0,0
389,2623551,['No Pros'],['No Cons'],4.7,464 Reviews,355,80,22,6,1
390,2553315,['No Pros'],['No Cons'],4.3,1390 Reviews,748,438,153,37,14
391,2571844,['1Blends well'],['No Cons'],4.0,121 Reviews,63,22,16,12,8
392,2566503,['No Pros'],['No Cons'],4.5,479 Reviews,310,124,30,6,9
393,2619620,['No Pros'],['No Cons'],4.7,18 Reviews,15,2,0,1,0
394,2624147,['No Pros'],['No Cons'],4.9,7 Reviews,6,1,0,0,0
395,2588677,"['1Easy to use, subtle, feels amazing on skin', '1Glowy', '1Mixes well with others', '1Nourishing', '1Very pigmented']",['No Cons'],4.5,367 Reviews,288,33,17,16,13
396,2602720,"['163All Skin Types', '45Combination Skin', '33Normal Skin', '23Dry Skin', '21Dull Skin']",['No Cons'],4.6,611 Reviews,482,72,31,16,10
397,2610379,['No Pros'],['No Cons'],3.8,276 Reviews,148,19,42,32,35
398,2604924,['No Pros'],['No Cons'],4.6,7111 Reviews,5263,1125,342,214,167
399,2623853,['No Pros'],['No Cons'],4.3,8 Reviews,3,4,1,0,0
400,2592270,['No Pros'],['No Cons'],4.5,244 Reviews,192,19,10,9,14
401,2609257,['No Pros'],['No Cons'],4.5,1655 Reviews,1084,378,137,33,23
402,2622793,['No Pros'],['No Cons'],4.7,6 Reviews,5,0,1,0,0
403,2594949,['No Pros'],['No Cons'],4.6,62 Reviews,49,8,1,3,1
404,2500450,"['40Easy To Apply', '35Good Pigmentation', '21Good Value', '20Long Lasting', '20Blends Well']","['9Wears Off Easily', '7Messy', '5Difficult to Apply', ""3Doesn't blend well"", ""3Doesn't Stay On""]",4.0,773 Reviews,395,182,82,44,70
405,2609181,['No Pros'],['No Cons'],4.5,2420 Reviews,1595,504,182,97,42
406,2624539,['No Pros'],['No Cons'],4.8,944 Reviews,800,107,30,5,2
407,2624349,['No Pros'],['No Cons'],4.7,529 Reviews,391,108,20,7,3
